13 Going on 30,"Comedy, Fantasy, Romance","Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman."
Shrek 2,"Animation, Adventure, Comedy","Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
Sleepless in Seattle,"Comedy, Drama, Romance",A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.
The Babysitter,"Comedy, Horror","When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet."
Finding Dory,"Animation, Adventure, Comedy",Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.
Raya and the Last Dragon,"Animation, Action, Adventure","In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon."
Tenacious D in The Pick of Destiny,"Adventure, Comedy, Music","To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum."
50 First Dates,"Comedy, Drama, Romance",Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.
Steel Magnolias,"Comedy, Drama, Romance","A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold."
Bruce Almighty,"Comedy, Fantasy",A whiny news reporter is given the chance to step into God's shoes.
Don Jon,"Comedy, Drama, Romance","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
Mary Poppins,"Comedy, Family, Fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
That's My Boy,Comedy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down."
Året jag slutade prestera och började onanera,"Comedy, Drama","Goal-oriented Hanna wants another child before it is too late, but unexpectedly her boyfriend breaks up with her, and Hanna's world collapses. Hanna begins to realize that she may be chasing the wrong things in life."
Sex and the City 2,"Comedy, Drama, Romance","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie."
Romancing the Stone,"Action, Adventure, Comedy","A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
Hustle,"Comedy, Drama, Sport",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.
Road Trip,Comedy,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.
The Layover,"Comedy, Romance",Two friends on a road trip compete for the affections of a handsome man when their flight is redirected due to a hurricane.
The Favourite,"Biography, Comedy, Drama","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne."
Sonic the Hedgehog 3,"Animation, Action, Adventure",Plot under wraps
What We Do in the Shadows,"Comedy, Horror","Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
She's All That,"Comedy, Romance",A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.
Under the Tuscan Sun,"Comedy, Drama, Romance",A writer impulsively buys a villa in Tuscany in order to change her life.
Can't Buy Me Love,"Comedy, Drama, Romance",An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.
"Lyle, Lyle, Crocodile","Animation, Adventure, Comedy",Feature film based on the children's book about a crocodile that lives in New York City.
The Waterboy,"Comedy, Sport",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
Young Frankenstein,Comedy,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
Zara Hatke Zara Bachke,"Comedy, Drama, Family","Kapil and Somya are a happily married couple from Indore who live in a joint family and decide to get a divorce one fine day. Things don't go as planned as their family gets to know of it, and thus begins a comedy of errors."
Do Revenge,Comedy,Drea and Eleanor agree to go after one another's bullies.
The Hot Chick,"Comedy, Fantasy","An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body."
Rookie of the Year,"Comedy, Family, Fantasy","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs."
Weird Science,"Comedy, Romance, Sci-Fi","Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down."
Corner Office,Comedy,"Orson, a compulsive bureaucrat who discovers a secret room."
Vegas Vacation,Comedy,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation."
I Now Pronounce You Chuck & Larry,"Comedy, Romance","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
There's Something About Mary,"Comedy, Romance","A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
Bad Moms,Comedy,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence."
Some Like It Hot,"Comedy, Music, Romance","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
Daughter of the Bride,Comedy,"It follows Diane and Kate, a mother and a daughter who are inseparable friends. Their lives are turned upside down, when Diane announces her engagement to a mystery man."
